1	Abú’l-Qásim-i-Kashi	Abu’l-Qásim-i-Ka<u>sh<u>í

1	Abú’l-Qásim-i-Kás_háni	Abu’l-Qásim-i-Kás_hání
4	Abú’l-Qásim-i-S_hírází	Abu’l-Qásim-i-S_hírází
2	Abú’l-Qásim-i-Sulṭán	Abu’l-Qásim-i-Sulṭán
fix Zanjan
1	Abú’l-Qásim?'	Abu’l-Qásim?'
1	Ad_hirbáyján-Tabriz	Ad_hirbáyján-Tabríz
2	Aliy-i-Afnán	‘Alíy-i-Afnán
1	Aliy-i-Bastami	‘Alíy-i-Bastamí
2	Aliy-i-Kirmanshahi	‘Alíy-i-Kirmáns_háhí
1	Aliy-i-Las Furush	‘Alíy-i-Lás-Furús_h
1	Aliy-i-Las-Furush.[1]He	‘Alíy-i-Lás-Furús_h.[1]He
1	Aliy-i-Nuri	‘Alíy-i-Núrí
Raz sp

Qahvih-chi sp
2	Aliy-i-Tabrizi	‘Alíy-i-Tabrízí
2	Aliy-i-Yazdí	‘Alíy-i-Yazdí
2	Alláh-u Abhá	Alláh-u-Abhá
2	Alláh-u'Abhá	Alláh-u-Abhá
is it really -ul-?
6	Alláho Abhá	Alláh-u-Abhá
1	Alláho Abhá!'	Alláh-u-Abhá!'
5	Alláho’Abhá	Alláh-u-Abhá
2	Alláhu Abhá	Alláh-u-Abhá
1	Alláhu abha.[F1]"'	Alláh-u-Abhá.[F1]"'
88	Alláh–u–Abhá	Alláh-u-Abhá
1	Alláh–u–Abhá".'	Alláh-u-Abhá".'
2	Alláh–u–Abhá'	Alláh-u-Abhá'
1	Alláh–u–Abhá, Alláh–u–Abhá, Alláh–u–Abhá	Alláh-u-Abhá, Alláh-u-Abhá, Alláh-u-Abhá
1	Alláh–u–Abhá,"which	Alláh-u-Abhá,"which
1	Alláh–u–Abhá.--How	Alláh-u-Abhá.--How
Aminu sp
1	Asadu’lláh-i-Kás_háni	Asadu’lláh-i-Kás_hání
2	Asadu’lláh-i-Ras_hti	Asadu’lláh-i-Ras_htí
2	Asma	Asmá’
18	Asma'	Asmá’
Asmá’ul Ḥusná in modern usage, maybe just with a dash for us?
2	Asma,'	Asmá’,'
2	Asmá	Asmá’
1	Asmá'	Asmá’

1	Avicenna--Abu-‘Alí	Avicenna--Abú-‘Alí
53	Azali	Azalí
1	Azali's	Azalí's
Sabbagh sp
Azalís?
2	Azamat	‘Aẓamat
1	Aḥmad-i-Ibdal-i-Maraghi'i_	Aḥmad-i-Ibdal-i-Marág_hi'í_
2	Aḥmad-i-Kirmani	Aḥmad-i-Kirmání
4	Aḥmad-i-Kás_háni	Aḥmad-i-Kás_hání
1	Aḥmadu'd-Din	Aḥmadu'd-Dín
1	Aḥvál-i-\lShumá	Aḥvál-i-S_humá
6	BAGHDAD	BAG_HDÁD
16	BAHJI	BAHJÍ
What do we do about telegram text?









What is Bahá'iyyih?
4	BANANI	BANÁNÍ
4	BAYAN	BAYÁN
51	Ba\lghdád	Bag_hdád

Is this Bábu'd-Dín?
What to do about Babism / Babist?
1	Babíyyih	Bábíyyih
this looks like it might be wrong
Badí‘s?
Badri sp
Badru sp
Ghazz sp

Fix Baghdadis
Fix Bahjeh and Behjeh



Doubt this is Bahjítabad
1	Bahráms	Bahrams
1	Bahá 'Ulláh	Bahá’u’lláh
2	Bahá Ullah	Bahá’u’lláh
6	Bahá'i	Bahá’í
8	Bahá'is	Bahá’ís
6	Bahá'u'd-Dawla	Bahá'u'd-Dawlih
7	Bahá'u'd-Din	Bahá'u'd-Dín
18	Bahá'u'llah	Bahá’u’lláh
2	Bahá'u'llah's	Bahá’u’lláh's
2	Bahá'ullah	Bahá’u’lláh
2	Bahá'ullah's	Bahá’u’lláh's
1	Bahá-ullah	Bahá’u’lláh
3	Bahás	Bahas
2	Bahá’Ullah	Bahá’u’lláh
1	Bahá’Ullah--was	Bahá’u’lláh--was

How many are there? Is this Bahá'u'lláh’s?



...really?!


ok, this is just wrong.
must be wrong.
What?
1	Bahá’í--Rahmat	Bahá’í--Raḥmat
A. Alexander, History of the Baha'i Faith in Japan
U. Schafer, Baha'i Ethics in the Light of Scripture
A. Alexander, History of the Baha'i Faith in Japan
Where is this?
A. Alexander, History of the Baha'i Faith in Japan
fix










A. Alexander, History of the Baha'i Faith in Japan





















A. Alexander, History of the Baha'i Faith in Japan






This must be wrong
E. Braun, A Reader's Guide





192	Baqir	Báqir
2	Baqir Sabzivari	Báqir Sabzivárí
1	Baqir'	Báqir'
8	Baqir's	Báqir's

6	Baqir-i-S_hírází	Báqir-i-S_hírází
3	Baqir-i-Tabrizi	Báqir-i-Tabrízí
1	Baqir-i-Tabrizi_	Báqir-i-Tabrízí_
13	Baqir_	Báqir_
19	Bastami	Bastamí
4	Bastami's	Bastamí's
1	Bayánda	Bayanda
1	Bayánu'l-'Arabi	Bayánu’l-‘Arabí
1	Bayánu'l-Arabi	Bayánu’l-‘Arabí

21	Burujird	Burújird
30	Burujirdi	Burújirdí
1	Burujirdi Tabrizi	Burújirdí Tabrízí
6	Burujirdi's	Burújirdí's
8	Bushru'i	Bus_hrú'í
3	Bushrú'í	Bus_hrú'í
7	Buzurg-i-Nuri	Buzurg-i-Núrí
4	Bábí-Bahá'i	Bábí-Bahá’í
4	Bábí-Bahá'i_	Bábí-Bahá’í_
1	Bú\lshihr	Bús_hihr
1	CHIMBALÁQÁ	CHIMBALAGA
Dar sp
1	Derwaze-i-Mashhad	Derwaze-i-Mas_hhad
3	FADIL-I-MAZINDARANI	FAḌIL-I-MÁZINDARÁNÍ
1	FADIL-I-YAZDÍ	FAḌIL-I-YAZDÍ
1	FADIL-i-MAZINDARANI	FAḌIL-i-MÁZINDARÁNÍ
1	FADIL-l-MAZINDARANI	FAḌIL-l-MÁZINDARÁNÍ
6	FURUTAN	FURÚTAN
4	Fayd-i-Kás_háni	Fayd-i-Kás_hání
2	Fayd-i-Kás_háni's	Fayd-i-Kás_hání's
20	Faḍil-i-Mázindaráni	Faḍil-i-Mázindarání
1	Faḍil-i-Mázindaráni--a	Faḍil-i-Mázindarání--a
2	Faḍil-i-Ṭihráni	Faḍil-i-Ṭihrání
1	Faḍlu'llah-i-Nuri	Faḍlu'llah-i-Núrí
1	GÍQÁNGORO	GIKANGORO
1	HADI	HÁDÍ
2	HAFIZ	ḤÁFIẒ
3	HAKIM	ḤAKÍM
2	HAYDAR ‘ALÍ	ḤAYDAR-‘ALÍ
6	HAYDAR-‘ALÍ	ḤAYDAR-‘ALÍ
1	HAZIRA	ḤAẒÍRA
4	HAZIRATU'L-QUDS	ḤAẒÍRATU’L-QUDS
1	HOSSAIN	ḤUSAYN
1	HUSSEIN	ḤUSAYN
1	Haydar ‘Alí	Ḥaydar-‘Alí
1	IMAM	IMÁM
1	IMAMATE	IMÁMATE
4	IMAMS	IMÁMS
1	IS_HRÁQÁT	ISHRÁQÁT
1	Ilm	‘Ilm
5	JALAL	JALÁL
1	JAMAL	JAMÁL
1	Ja'far-i-Kirmani	Ja'far-i-Kirmání
6	Ja'far-i-Tabrizi	Ja'far-i-Tabrízí
1	Jamál-i-Burujird	Jamál-i-Burújird
59	Jamál-i-Burujirdi	Jamál-i-Burújirdí
1	Jamál-i-Burujirdi--a	Jamál-i-Burújirdí--a
1	Jamál-i-Burujirdi_	Jamál-i-Burújirdí_
65	Jamálu'd-Din	Jamálu'd-Dín
1	Jamálu'd-Din Abu'l-‘Abbás	Jamálu'd-Dín Abu’l-‘Abbás
3	Jamálu'd-Din's	Jamálu'd-Dín's
1	Jamálu'l-'Ilm	Jamálu'l-‘Ilm
2	Jinab-i-Zaynu’l-Muqarrabín	Jináb-i-Zaynu’l-Muqarrabín
7	KHAN	K_HÁN
1	KHAN-I-'AVAMID	K_HÁN-I-‘AVÁMID
1	KHAN-I-BALUCH	K_HÁN-I-BALUCH
2	KHAN-I-SHAVIRDI	K_HÁN-I-S_HAVIRDÍ
5	KHURASAN	K_HURASÁN
1	KHURASAN KASHAN	K_HURASÁN KÁS_HÁN
1	KIRMANI	KIRMÁNÍ
1	K_hurasán/Sistan--Mashhad	K_hurasán/Sistan--Mas_hhad
2	K_hán-i-'Avamid	K_hán-i-‘Avámid
1	Khan--	K_hán--
1	Khan--Come--‘Abbás	K_hán--Come--‘Abbás
1	Khan--absent	K_hán--absent
1	Khan--and	K_hán--and
1	Khan--but	K_hán--but
1	Khan--letters	K_hán--letters
1	Khan--may	K_hán--may
1	Khan--thank	K_hán--thank
1	Khan--the	K_hán--the
1	Khan--was	K_hán--was
1	Khan--young	K_hán--young
3	Khan-Atash	K_hán-Atash
1	Khan-Baba-K_hán	K_hán-Baba-K_hán
1	Khan-Mac	K_hán-Mac
3	Khan-i	K_hán-i
1	Khan-i-	K_hán-i-
25	Khan-i-'Arab	K_hán-i-‘Arab
1	Khan-very	K_hán-very
1	Khán-i	K_hán-i
1	Khán-i-Kirmání's	K_hán-i-Kirmání's
1	Khán-i-Núrí	K_hán-i-Núrí
34	Kirmani	Kirmání
108	Kirmanshah	Kirmáns_háh
1	Kirmanshahi	Kirmáns_háhí
17	Kirmánsháh	Kirmáns_háh
38	Kás_háni	Kás_hání
1	Kás_háni's	Kás_hání's
49	Káẓim-i-Ras_hti	Káẓim-i-Ras_htí
2	Káẓim-i-Ras_hti's	Káẓim-i-Ras_htí's
4	LOTFULLAH HAKIM	LUṬFU’LLÁH ḤAKÍM
1	LOVE--BANANI	LOVE--BANÁNÍ
2	LUTFU'LLAH HAKIM	LUṬFU’LLÁH ḤAKÍM
1	MAHABHÁRATA--[underlined	MAHABHARATA--[underlined
1	MAITRYA-AMITABHÁ	MAITRYA-AMITABHA
1	MAQAMI	MÁQÁMI
5	MASHHAD	MAS_HHAD
1	MASHHAD, KHURASAN	MAS_HHAD, K_HURASÁN
1	MASHRIQULADHKARS	MAS_HRIQU’L-AD_HKÁRS
1	MAZINDARAN	MÁZINDARÁN
1	MAḤMÚD-I-KASHANI	MAḤMÚD-I-KÁS_HÁNÍ
5	MIHDI	MIHDÍ
1	MIHDIY-I-RAS_HTI'S	MIHDÍY-I-RAS_HTÍ'S
2	MONEER	MUNÍR
1	MSABAHÁ	MSABAHA
3	MULLA	MULLÁ
1	MULLA ‘ALÍ-AKBAR-I-SHAHMÍRZÁDI	MULLÁ ‘ALÍ-AKBAR-I-S_HÁHMÍRZÁDÍ
3	MUNIRIH	MUNÍRIH
1	MUḤAMMAD-TAQIY-I-AFNAN	MUḤAMMAD-TAQÍY-I-AFNÁN
61	Mah-Ku	Máh-Kú
5	Mah-ku	Máh-Kú
41	Mahku	Máh-Kú
1	Majídi	Majídí
1	Majídis	Majídís
104	Maku	Máh-Kú
1	Man\lshád	Mans_hád
1	Mas_hhadi	Mas_hhadí
310	Mashhad	Mas_hhad
1	Mashhad's	Mas_hhad's
1	Mashhad, Mashhad	Mas_hhad, Mas_hhad
1	Mashhad--Mullá Muḥammad-Riday-i-Sabzivari	Mas_hhad--Mullá Muḥammad-Riday-i-Sabzivárí
1	Mashhad--the	Mas_hhad--the
1	Mashhad-i-	Mas_hhad-i-
1	Mashhad-Ṭihrán	Mas_hhad-Ṭihrán
82	Mashhadi	Mas_hhadí
1	Maḥmúd-i-Kirmanshahi	Maḥmúd-i-Kirmáns_háhí
10	Maḥmúd-i-Kás_háni	Maḥmúd-i-Kás_hání
2	Mihdíy-i-Kás_háni	Mihdíy-i-Kás_hání
8	Mihdíy-i-Ras_hti	Mihdíy-i-Ras_htí
2	Mihdíy-i-Ras_hti's	Mihdíy-i-Ras_htí's
1	Mihdíy-i-Ras_hti--like	Mihdíy-i-Ras_htí--like
470	Muhajir	Muḥájír
1	Muhajir'	Muḥájír'
46	Muhajir's	Muḥájír's
1	Muhajir, Abú’l-Qásim	Muḥájír, Abu’l-Qásim
1	Muhajir--'Pioneer'	Muḥájír--'Pioneer'
2	Muhajir...'	Muḥájír...'
1	Muhajir?'	Muḥájír?'
4	Muhajir_	Muḥájír_
1	Muhajir_--'Muhajir	Muḥájír_--'Muḥájír
3	Muhajirs	Muḥájírs
1	Muhájir	Muḥájír
5	Muníreh	Munírih
1	Muḥammad'-'Aliy-i-Faizi	Muḥammad'-‘Alíy-i-Faizi
1	Muḥammad-Ja'far-i-Sabzivari	Muḥammad-Ja'far-i-Sabzivárí
1	Muḥammad-Ja'far-i-Tabrizi	Muḥammad-Ja'far-i-Tabrízí
1	Muḥammad-Khan-i-Baluch	Muḥammad-K_hán-i-Baluch
1	Muḥammad-Sa'id	Muḥammad-Sa‘íd
2	Muḥammad-Taqiy-i-Afnán	Muḥammad-Taqíy-i-Afnán
1	Muḥammad-Taqiy-i-Iṣfahání	Muḥammad-Taqíy-i-Iṣfahání
2	Muḥammad-Taqiy-i-Kirmani	Muḥammad-Taqíy-i-Kirmání
1	Muḥammad-Taqiy-i-Mans_hádí	Muḥammad-Taqíy-i-Mans_hádí
1	Muḥammad-Taqiy-i-Núrí	Muḥammad-Taqíy-i-Núrí
1	Muḥammad-Taqiy-i-Sabzivari	Muḥammad-Taqíy-i-Sabzivárí
1	Muḥammad-i-'Arab	Muḥammad-i-‘Arab
1	Muḥammad-i-Baqir	Muḥammad-i-Báqir
4	Muḥammad-i-Mázindaráni	Muḥammad-i-Mázindarání
1	Muḥammad-i-Nayrizi	Muḥammad-i-Nayrízí
22	Muḥammad-i-Qa'ini	Muḥammad-i-Qá'iní
1	Muḥammad-i-Qaini	Muḥammad-i-Qá'iní
3	Muḥammad-i-Tabrizi	Muḥammad-i-Tabrízí
4	Muḥammad-‘Alíy-i-Qa'ini	Muḥammad-‘Alíy-i-Qá'iní
2	Muḥammad-‘Alíy-i-Sabzivari	Muḥammad-‘Alíy-i-Sabzivárí
1	Muḥammad-‘Alíy-i-Tabrizi	Muḥammad-‘Alíy-i-Tabrízí
8	Muḥammad-‘Alíy-i-Zunuzi	Muḥammad-‘Alíy-i-Zunúzí
1	Muḥammad-Ḥasan-i-Bushru'i_	Muḥammad-Ḥasan-i-Bus_hrú'í_
1	Muḥammad-Ḥasan-i-Sabzavari	Muḥammad-Ḥasan-i-Sabzivárí
5	Muḥammad-Ḥasan-i-Sabzivari	Muḥammad-Ḥasan-i-Sabzivárí
1	Muḥammad-Ḥusayn-i-Kirmani	Muḥammad-Ḥusayn-i-Kirmání
1	Muḥammad-Ḥusayn-i-Kás_háni	Muḥammad-Ḥusayn-i-Kás_hání
3	Muḥammad-Ḥusayn-i-Maraghi'i	Muḥammad-Ḥusayn-i-Marág_hi'í
11	Mázindaráni	Mázindarání
1	Mázindaráni's	Mázindarání's
1	Mír'atu'l-Azaliyyih	Mír'atu'l-Azalíyyih
1	Mírzá-Haydar-‘Alí	Mírzá-Ḥaydar-‘Alí
1	M‘AKKÁY	MACKAY
1	M‘Akkáh	M'Akkah
2	NABIL	NABÍL
2	NABIL'S	NABÍL'S
3	NAW-RUZ	NAW-RÚZ
2	NAWRUZ	NAW-RÚZ
2	NAYRIZ	NAYRÍZ
1	NURI	NÚRÍ
1	NURU'LLAH	NÚRU’LLÁH
1	Navváb/Navvábbih	Navváb/Navábbih
1	Navvábih	Navvabih
185	Nayriz	Nayríz
1	Nayrizi	Nayrízí
16	Nuri	Núrí
1	NÚRÍSHED	NOURISHED
3	Núri’d-Dín	Núrí’d-Dín
1	PRÁQÁ	PRAGA
1	Port-Sa'id	Port-Sa‘íd
1	P‘AKKÁGE	PACKAGE
2	Qayyúmu’l-Asmá’s	Qayyúmu’l-Asmá’'s
1	Qayyúmu’l-Asmá’slightly	Qayyúmu’l-Asmá’'slightly
1	RABBANI	RABBÁNÍ
1	RABBANI, RUHIYYIH	RABBÁNÍ, RÚḤÍYYIH
1	RABBANI, RÚHÍYYIH	RABBÁNÍ, RÚḤÍYYIH
1	RAHIM RAHIMIYAN	RAḤÍM RAḤÍMIYAN
4	ROUHANI	RÚḤÁNI
1	ROUHANI'S	RÚḤÁNI'S
2	RUHI	RÚḤÍ
26	RUHIYYIH	RÚḤÍYYIH
2	RUHIYYIH RABBANI'S	RÚḤÍYYIH RABBÁNÍ'S
26	Ras_hti	Ras_htí
2	Ras_hti's	Ras_htí's
1	Ras_hti’s	Ras_htí’s
2	SAMANDARI	SAMANDARÍ
35	SHIRAZ	S_HÍRÁZ
3	SIYAH-CHAL	SÍYÁH-C_HÁL
2	SULAYMAN	SULAYMÁN
2	SULTAN	SULṬÁN
1	SURIHS	SÚRAHS
1	S_hayk_h-'Aliy-i-Miri	S_hayk_h-‘Alíy-i-Mírí
163	S_hayk_hi	S_hayk_hí
1	S_hayk_hie	S_hayk_hí
77	S_hayk_his	S_hayk_hís
1	S_hayk_his--his	S_hayk_hís--his
57	Sa'id	Sa‘íd
13	Sa'id_	Sa‘íd_
1	Sa'íd	Sa‘íd
1	Sabzavar	Sabzivár
2	Sabzivari	Sabzivárí
17	Sardar	Sardár
5	Sardar-Fatih	Sardár-Fatih
1	Sardar-Humayun	Sardár-Humayun
1	Sardar-Panjih	Sardár-Panjih
3	Sardar-i-As'ad	Sardár-i-As'ad
2	Sardar-i-Assad	Sardár-i-Assad
1	Sardar-i-Humayum	Sardár-i-Humayum
2	Sardar-i-Jang	Sardár-i-Jang
2	Sardar-i-Kull	Sardár-i-Kull
1	Sardar-i-Sipah	Sardár-i-Sipah
3	Sardar-i-Soulat	Sardár-i-Soulat
4	Sardar-i-Zafar	Sardár-i-Zafar
4	Sayed	Siyyid
1	Sa’id	Sa‘íd
1	Sa‘idu'l-‘Ulamá	Sa‘ídu'l-‘Ulamá
1	Seyad	Siyyid
2	Seyid	Siyyid
1	Seyids	Siyyids
1	Seyyad	Siyyid
29	Seyyed	Siyyid
1	Seyyeds.'	Siyyids.'
130	Seyyid	Siyyid
1	Seyyid'	Siyyid'
2	Seyyid's	Siyyid's
18	Seyyids	Siyyids
4	Shahenshah	S_háhins_háh
1	Shahinshah	S_háhins_háh
6	Shahmirzad	S_háhmírzád
1	Shahmirzadi	S_háhmírzádí
9	Shahr-Banu	Shahr-Bánú
11	Shahr-banu	Shahr-Bánú
1	Shahrood	S_háhrúd
8	Shahrud	S_háhrúd
17	Shahs	S_háhs
2	Shahzadeh	S_háhzádih
1	Shahzadih	S_háhzádih
7	Shogi	Shoghi
2	Shogie	Shoghi
2	Sháhrúd	S_háhrúd
3	Sháhs	S_háhs
2	Sháhzádih	S_háhzádih
2	TABARSI	ṬABARSÍ
13	TABRIZ	TABRÍZ
4	TAHIRIH	ṬÁHIRIH
1	TAQI	TAQÍ
10	TEHERAN	ṬIHRÁN
1	THAMÁQÁ	THAMAGA
1	TZUCABÁB	TZUCABAB
657	Tabriz	Tabríz
3	Tabriz S_hayk_his	Tabríz S_hayk_hís
3	Tabriz'	Tabríz'
1	Tabriz's	Tabríz's
1	Tabriz, Maku	Tabríz, Máh-Kú
1	Tabriz--his	Tabríz--his
2	Tabriz.'	Tabríz.'
1	Tabriz.[10-	Tabríz.[10-
1	Tabriz.[E	Tabríz.[E
27	Tabrizi	Tabrízí
2	Tabrizi S_hayk_his	Tabrízí S_hayk_hís
1	Taqiy-i-Iṣfahání	Taqíy-i-Iṣfahání
2	Taqiy-i-Mans_hádí	Taqíy-i-Mans_hádí
1	Taqiy-i-Nuri	Taqíy-i-Núrí
4	Turshiz	Turs_híz
